refcode,formula,z_prime,r_factor,n_atoms,spacegroup
AKOWUU,C17 H14 O6,1.0,4.3,37,P21/c
FIQVUA,C21 H35 Cl1 N2 O2 S2,1.0,4.36,63,P212121
SUBTIV,C20 H17 N1 O4 S1,1.0,6.77,43,P21
FEJXEZ,C16 H14 N2 O1 S1,1.0,3.1,34,P-1
KORZUP,C28 H19 N3 O2,1.0,5.11,52,P-1
TMPENO,C18 H30 O4,1.0,4.6000000000000005,52,P21/c
LIXZOL,C34 H24 B1 N1,1.0,4.49,60,P-1
VAWSAO,"2(C12 H24 N1 1+),C4 O4 2-",0.5,4.94,37,P-1
PITPIV,"C6 H14 N1 O2 1+,C7 H7 O3 S1 1-",1.0,5.37,23,P21/n
BOGLAK,"C12 H20 N2 O2,3(H2 O1)",1.0,4.86,36,P21
FAXMAS02,C20 H18 O4,1.0,4.78,42,P21/n
NEBCIJ,"C14 H11 N3 O2,0.5(H2 O1)",2.0,5.41,30,P212121
DIBFUQ,C23 H18 N2 O3,1.0,5.79,46,Pna21
CIDPOU,C12 H16 O3,1.0,5.8,31,P-1
KESWOX,C22 H20 F3 N2 O8 P1,1.0,5.050000000000001,56,C2/c
QEKRED,C29 H29 N1 O5,1.0,3.89,64,P212121
AFAMOM,C7 H4 Br1 N1 O4,0.5,2.82,17,P21/m
YUQFUN,C11 H9 Cl1 N4 O3,1.0,4.65,28,P21/n
OHUZEZ,C18 H16 F1 N1 O3,1.0,5.46,39,P21/n
KEBPEQ,"C17 H19 F1 N3 O3 1+,C5 H7 O4 1-",2.0,5.680000000000001,43,P-1
KOYFIR,C16 H11 F3 I1 N1 O2 S1 Se1,1.0,2.93,36,P21/c
FEVVUB,C17 H12 N2 O2 Se1,2.0,2.48,34,P21/c
EVIDES,C11 H16 O4 S1,1.0,3.54,32,P21/n
PEFXIJ,"C10 H6 O6 S2 2-,H6 N2 2+",0.5,3.87,24,P21/c
WUXBUP,C18 H11 Br1 F6 N4 O7 S1,1.0,3.65,48,P21/n
HINVOT,C16 H15 Cl2 N1 O3,1.0,3.83,37,P212121
VASXIX,C20 H27 F4 N1 O3 S1,1.0,4.9,56,P-1
WOYSIO,C22 H15 I1 N2 O2,1.0,3.7800000000000002,42,P21/c
ACIHEB02,C13 H10 N4,1.0,3.27,27,C2/c
GODFUA,"C12 H24 N1 1+,C7 H10 N1 O3 S2 1-",1.0,5.2,37,Pbca
AKIPIU,C6 H12 Cl8 Si4,0.5,2.72,30,P-1
OXIKAI,"C17 H22 O4,H2 O1",1.0,6.46,43,P21/c
PELXUZ,C12 H24 I8 S6,1.0,5.73,50,P-1
ZUZGAC,C22 H12 N4,0.5,3.5100000000000002,38,P21/c
XOWKIF,"2(C13 H9 F3 N2 O2),C10 H8 N2",0.5,4.2299999999999995,29,C2/c
OLEYIQ,C25 H21 N1 O3 S1,2.0,4.45,51,P-1
XILQUE,C22 H18 N4 S1,0.5,3.47,45,Fdd2
UQOLOD,C24 H37 N2 P1,1.0,4.03,64,P21/n
JUSREW,C20 H24 N2 O4,1.0,6.01,50,P21
NUBNOR,C19 H22 N2 O6,1.0,6.08,49,P21/c
CINDOW,C10 H13 B1 Br2 N2,1.0,2.59,28,P21/n
XIKMOW,C26 H23 N1 O7,1.0,3.9600000000000004,57,P21/c
RADNIW,C18 H22 Br1 P1 Te1,1.0,2.3,43,P21/n
LIZCUS,C12 H10 N4,0.5,6.7,26,P21/c
UMAYOW,C18 H22 O2,1.0,4.36,42,P21/c
UMULIB,C27 H29 B1 N2 O3,1.0,5.3100000000000005,62,P-1
BUTLAH,C19 H26 O2,1.0,3.8699999999999997,47,P21/c
ISAXUV01,C7 H7 N3 O4,1.0,3.35,21,P21/c
WUCBEB01,C19 H19 N1 O1,2.0,5.11,40,P-1
POCDAO,C12 H16 Cl6,1.0,1.8499999999999999,34,P212121
MUDLED,C26 H22 O2,1.0,5.67,50,P-1
AGIDUQ,C30 H22 F2 O4 P2,0.5,3.0,60,P-1
YAMZOC,"2(C30 H18),3(C12 H4 N4)",0.5,4.83,48,P-1
WIVPOJ,C29 H25 O3 P1 S1,1.0,6.460000000000001,59,P212121
OHEJIU,C8 H13 N3 O1 S1,1.0,6.65,26,P21/c
PASYUH,C20 H17 Br3 O2,1.0,2.87,42,Pbca
IYETEM,C17 H27 O2 P1,1.0,2.52,47,P21
ZIWQUR01,C15 H21 N1 O7,1.0,7.49,44,P21/n
OZAPIQ,C20 H23 Br1 N2,1.0,2.41,46,P21
OHAVAY,C24 H24 Br1 N3 O5 S1,1.0,5.63,58,P212121
GUGZOY,C20 H24 O2,1.0,5.26,46,P-1
KESGUL,"C22 H31 N1 O3,Na1 1+,I1 1-,H2 O1",1.0,3.92,57,P21
NATCOB,C9 H9 Br1 O2,1.0,3.83,21,P21/c
IHOTOQ,C21 H20 Cl1 N1 O6,1.0,6.25,49,P21/c
SOYNIE,C15 H14 N2 O4,1.0,4.75,35,P-1
FIFDIH,C5 H3 F6 N3 O2,1.0,5.1000000000000005,19,Pna21
OQUJOD,"C18 H21 F1 N3 O4 1+,C8 H7 O2 1-",1.0,6.01,47,P212121
AFIXIY01,C17 H13 N1 O4,1.0,5.79,35,P21/n
FUWLAN,C7 H14 O2,1.0,3.63,23,P32
BIRYUW10,C2 H5 N3 S2,2.0,2.42,12,P21
VAYNOZ,C20 H22 N2 O2,1.0,3.81,46,P21/c
HUKMUW,C17 H14 Br1 N1 O5 S2,1.0,3.5100000000000002,40,P21/c
CALKEI,C24 H21 N5 O4,1.0,4.109999999999999,54,P-1
SIDHOD,C14 H10 O2 Se2,2.0,2.92,28,Pca21
IRUSUN,C11 H4 F5 N3 O3,1.0,4.5,26,P21/c
SOBYIV02,"C24 H16 S16 Se4 1+,F6 P1 1-",0.5,4.590000000000001,60,C2/c
EFAZOE,C13 H9 Cl1 O4,1.0,3.75,27,P212121
OLGINE,C18 H22 O9,1.0,4.7,49,P212121
BOVBUL,C19 H16,1.0,4.88,35,P21/n
AWIFOE,C24 H19 Br1 O2,1.0,2.3,46,C2/c
HUKRUC,C25 H21 Cl1 N6 S1,1.0,3.62,54,P-1
OHOJAZ,C10 H7 F2 N1,2.0,6.88,20,P-1
SANCAN,C28 H16 S2,0.5,3.2600000000000002,46,P21/c
KEMPAT,C18 H18,0.5,3.6,36,I2/a
RUZXEP,C14 H17 O6 P1,1.0,5.5,38,P21/c
BUGZOT,"C12 H16 N3 1+,Cl1 1-",1.0,3.7,31,P-1
ZUKDES,C15 H20 O4,2.0,3.54,39,P21
FEDPIO,C34 H16 N4 O4,1.0,4.5200000000000005,58,P21/c
HORNOR,C24 H36 N2,0.5,4.1,62,P21/n
VUNSII,C14 H14 N2 O3,2.0,4.78,33,P2/c
XADQAV,C20 H24 N4 O1 S1,1.0,3.8000000000000003,50,P21/c
RISDAC,C25 H28 O2 S1,2.0,6.17,56,P212121
PAVJAY01,C14 H10 N2 O6,1.0,3.2399999999999998,32,P212121
QAGLAP,C13 H15 N9,1.0,4.16,37,C2/c
DOFWUT01,"C17 H19 F1 N3 O3 1+,C7 H5 O3 1-,H2 O1",1.0,3.93,43,P21/n
XIVTAX,"C18 H15 O1 P1,C13 H10 O3",1.0,5.18,35,C2/c
KADTUE01,C6 H4 Cl10 N6 O2 P6,1.0,3.1,34,P-1
FOWTER,C7 H10 N2 O2 S1,1.0,5.55,22,P212121
UGOHUV,"C7 H6 O4,C5 H7 N1 O2",1.0,3.1199999999999997,17,P-1
SAQJUS,C18 H16 F3 N1 O3 S1,1.0,4.6899999999999995,42,P21/c
ZAQNIR,C20 H23 N1 O6 S1,1.0,5.19,51,P21/c
KATBOW01,"C6 H4 N1 O3 1-,K1 1+,H2 O1",1.0,5.0,14,P21/n
RIFFEU,C20 H27 As1,1.0,2.4699999999999998,48,P21/n
ZITSOM,C27 H21 N4 P1,1.0,3.7800000000000002,53,P-1
IGIVAZ,"C8 H12 N2 2+,C12 H4 N4 1-,I1 1-",0.5,6.4,22,C2/c
GAXXUY,"C12 H12 S8 1+,C12 H12 S8,Cl2 I1 1-",0.5,2.9,32,P2/c
GLUCSA22,C6 H12 O6,1.0,5.2299999999999995,24,P212121
BAJZOB10,C20 H28 N2 O4,1.0,4.3,54,P212121
EQIZIQ,C10 H10 Cl1 O4 P1,1.0,4.73,26,P21
PMYNPQ,C23 H16 O1,1.0,6.0,40,P21/c
ARUBEU,C13 H16 N4 O2,1.0,5.15,35,P21/c
VUPRAA,"C5 H8 O1,C1 H1 Cl3",1.0,3.52,14,P21/n
ZEKMEJ,C26 H21 Cl1 N2 O5,1.0,6.97,55,P212121
NAFBEF,C19 H18 F3 N1 O1,1.0,5.319999999999999,42,P21/n
HIQHOI01,C24 H20 S4,0.5,5.4,48,P-1
QAFHAJ01,C9 H13 N1 O2,1.0,4.93,25,P21/n
UYUGUU,"C27 H9 B1 F15 1-,C12 H28 P1 1+",1.0,4.42,52,P21/c
XAJDEU,"C15 H26 O3,H2 O1",1.0,2.77,44,C2
GOBNEU,C11 H13 N1 O1,1.0,3.61,26,P21/n
HABNAB,"C19 H20 Br1 N2 1+,Br1 1-",1.0,2.19,42,P212121
DOLMEZ,C24 H20 Cl1 F3 O2,1.0,3.88,50,P-1
USEQOA,"C15 H15 N2 1+,B1 F4 1-",1.0,4.61,32,P21
IBASUE,C12 H18 O3,2.0,3.2300000000000004,33,P212121
EJUPOR,C28 H21 N1 O2,1.0,4.37,52,P21/c
MIRQOV02,C6 H4 Br1 Cl1 O1,1.0,4.07,13,I41/a
KUYWUX,C26 H22 Cl2 O4,1.0,6.24,54,P21/c
BEPRIB,"C20 H20 N1 1+,B1 F4 1-",1.0,4.46,41,P212121
RABPAL,"C8 H12 N1 1+,C4 H5 O6 1-,0.5(H2 O1)",2.0,5.4,21,P22121
DIHKAJ,C15 H14 O6,1.0,3.19,35,P212121
IXUWAD,C23 H29 B1 O2 Si1,1.0,7.31,56,P-1
LIMMUS,C14 H4 N4 O6 S1,1.0,3.66,29,Pbca
GOYRIZ,C28 H23 N1 O3 S1,1.0,5.83,56,P21212
GUXXEG,C17 H16 O3,1.0,5.7,36,P21/n
ZUKYAI,C15 H14 Cl1 N1 O4,1.0,7.19,35,P21/n
PUMYAZ,C14 H15 F3 N2 O2,1.0,4.73,36,P-1
TACMAO,C23 H36 O4 Si1,1.0,5.42,64,P212121
BOHHOV,"C19 H21 N5 O2,H2 O1",1.0,4.5,47,P21/c
WAKNAA,"C22 H20 N4 2+,2(C4 N3 1-),H2 O1",0.5,6.7,46,P-1
SATMEG,"C12 H11 N2 O4 1+,Cl1 O4 1-",0.5,4.28,29,C2/c
DEVTUW,"C4 H2 N10 O4 2-,H12 Mg1 O6 2+",0.5,4.53,20,P-1
JODSAW01,C14 H13 N1 O1,1.0,3.7900000000000005,29,P21/n
YEQPIW,C11 H11 N4 O3,1.0,5.59,29,P-1
KURZOM,C20 H24 N2 O1,1.0,3.8000000000000003,47,P212121
OJENEW,C13 H10 Cl2 O3 S1,1.0,2.84,29,P-1
BOLZOV,C12 H22 I1 N1 O2,1.0,5.5,38,Pna21
YOKDOT,C28 H20 O2 S2,0.5,5.489999999999999,52,P21/c
SIFBAN02,C7 H9 N1 O3,2.0,1.52,20,P21
WUQKIE,C15 H14 O5,1.0,4.24,34,P21/n
OFUHOQ,C13 H10 N2 O1 S1,1.0,3.25,27,P21/n
QABMUB,C17 H21 N1 O5,1.0,4.45,44,P212121
LIQMAD,C22 H12 S2,1.0,5.09,36,P21/c
JARMOH,C24 H30 N4,1.0,5.949999999999999,58,P21/n
CEWFAO,"C21 H30 N1 O2 1+,Cl1 1-",1.0,3.0700000000000003,54,P21
LIKFIU,C10 H10 Br1 Cl1 O2,2.0,4.01,24,P21
JUBNAV,"0.83(C19 H16 N2 O2 S3),0.17(C19 H15 Br1 N2 O2 S3)",1.0,5.4,42,P-1
KIMSUW,"C20 H32 N4 2+,2(Br1 1-)",1.0,3.6900000000000004,56,P21/c
IZUDAK,C20 H18 Br1 N1 O3 S2,1.0,2.87,45,P21/c
GUCBEM,"C6 H8 N4 2+,2(I1 1-)",0.25,3.14,18,C2/m
EBUDUD,C14 H13 Br1 O3,1.0,5.34,31,P21/c
TUTZEN,C19 H22 O3 S1,2.0,4.4,45,P1
ZUYSEV,C21 H18 N2,1.0,5.1,41,Pbca
PUSFIW,"C6 H4 N12 O4,2(C2 H6 O1 S1)",1.0,4.02,26,P-1
NEDNAL,C18 H22 O4 S1,1.0,3.38,45,P-1
FEFLEK,C18 H15 N3 O2,1.0,4.21,38,P21/c
TENPOV,C16 H9 Cl1 F2 O2 S1,1.0,5.1499999999999995,31,C2/c
QUQDIT,C11 H9 I1 N2 O1,1.0,5.37,24,P21/n
OVAQEL,"C18 H15 Cl4 N2 O1 1+,N1 O3 1-",1.0,5.9799999999999995,40,Pc
OMUWEA,"C4 H8 N5 1+,Cl1 1-",1.0,3.8,17,P21/n
VOVPEE,C13 H12 N4 O1,1.0,4.95,30,P21/n
ZAWKEQ,C27 H19 F5 O1,1.0,3.95,52,Cc
KIPGIZ,C13 H17 N3 O4,1.0,5.3,37,Pbca
FEDNIL,C16 H20 As1 F6 N1 O4,1.0,3.6,48,P21/c
LEFVEZ,C15 H12 N2 O1 S1,1.0,4.67,31,P21/c
OZENOZ,C21 H17 Br1 O1,1.0,3.1300000000000003,40,P21
YEJYOB,"C5 H4 F6 O4,C4 H8 O2",1.0,5.32,19,P21/c
QOZFUH,C18 H15 N9 S3,1.0,3.92,45,P-1
OWEWEW,C13 H21 N1 O4,1.0,6.35,39,Pbca
DUNMIJ,C12 H11 N3,1.0,3.91,26,Pbca
JEXBOH,C24 H21 N1 O3,1.0,4.75,49,C2/c
LOKQOT,C24 H27 N1 O4,1.0,3.7900000000000005,56,P21/c
QETTIS,C18 H20 N2 O2,1.0,5.34,42,P21/c
IBEHAY,C17 H21 N1 O3,2.0,3.9,42,P21/c
ZUTGEA,C8 H10 N4 S1,1.0,2.86,23,P212121
DUDMAQ,C9 H11 B1 N2 S2,1.0,4.1,25,P21/c
ATIGUJ,C9 H7 N1 O5,1.0,3.52,22,P21/c
TOKGOP,"C6 H18 N3 O1 P1,C2 H12 B10",1.0,5.08,29,Cc
BOQKIB,C17 H10 Cl1 N3 O1 S1,1.0,3.5,33,P21/c
KOMYEQ01,C5 H7 N1 O2,1.0,3.37,15,P21/n
MUQCEG,C11 H12 O1,1.0,5.83,24,P-1
GAGGOL,C16 H12 N2 O2,1.0,3.14,32,Cc
KUNVEU01,C8 H9 N1 O4,1.0,4.1,22,P21/c
IQIWEN,C22 H19 N1,1.0,5.48,42,P21/c
OKODUO,C29 H27 N1 O6,1.0,6.49,63,P21/c
ALOHAK,C15 H27 Br1 Mg1 O4,1.0,4.3,48,P212121
LEJBUA,"6(C18 H15 O1 P1),5(C6 F4 I2)",0.5,2.6100000000000003,35,P-1
EGAREM,"C14 H13 N3 O3,H2 O1",1.0,3.62,33,P21/c
OPOHAE,C21 H20 O1,1.0,5.050000000000001,42,P212121
PICRAC12,C6 H3 N3 O7,2.0,4.03,19,Pca21
XIJZIB,C23 H28 O8,1.0,4.38,59,P212121
UTABAV,C18 H16 O4 S1,2.0,2.85,39,P21/c
HONZAN,"C16 H19 N2 O1 1+,H2 O1,Cl1 1-",1.0,3.3300000000000005,38,P212121
AQIKUK,C8 H24 Br2 Li2 O4,0.5,4.96,40,P21/n
TEWKOZ,C17 H14 Cl1 N1 O2,1.0,4.38,35,P21/c
QUMPAP,C19 H16 N2 O5 S1,1.0,7.07,43,P21/n
UYOSOR,C20 H18 N2 O4,1.5,5.92,44,C2/c
DIWTOU,"C15 H11 N3 O1,C15 H11 N3 O1",1.0,4.89,30,C2/c
LOYCEJ,C18 H12 O2,1.0,3.7900000000000005,32,P21/c
USASIR,C8 H18 Cl3 N6 P3,1.0,3.13,38,P212121
NOSZAZ,C4 H6 N2 O1,1.0,2.6599999999999997,13,Pna21
GALJEL,C9 H5 F3 N4 O2,1.0,2.8400000000000003,23,Pc
HAFBID,C23 H32 O4,1.0,6.1,59,P21/c
HOPPEK,"C23 H21 N1 O2,C1 H1 Cl3",1.0,5.64,47,P21/c
FUQGIK,C25 H19 F5 N2,1.0,3.17,51,P21
NUNMUE,C15 H14 N2 O1 S2,1.0,4.95,34,P21/c
KEKQOK01,"C8 H9 B1 O4,H2 O1",2.0,5.76,22,P-1
ZEHPEK,"C19 H33 N6 O6 1+,Cl1 1-",1.0,3.71,64,P21/c
PICGEN,C11 H13 N1 O1,1.0,5.1000000000000005,26,Pbca
NORQIV,C16 H15 Br1 N2 O3,2.0,5.82,37,P21/c
SOHVOB,C21 H30 F2,1.0,6.1000000000000005,53,P21/n
RIPSEQ,C22 H22 N2 O4 S1,1.0,3.63,51,P21
CIVLAU10,C11 H14 O6,1.0,5.0,31,Pbca
QERNUX,C15 H12 Cl1 N1 O1,1.0,5.44,30,P21/c
FUTDAZ,C19 H26 O5,1.0,3.62,50,P21
HOFKES,C12 H15 Cl3 O2 Te1,1.0,2.7,33,P-1
EPIVIL,C18 H18 Cl1 N3 O3,1.0,3.6900000000000004,43,P212121
LAQFEP,C12 H16 O5,1.0,2.43,33,P21
UKIXAO,C6 H2 Br3 N3,1.0,2.24,14,P21/n
TURVUX,C12 H17 Cl1 N4 O2 S2,1.0,5.0,38,P21/n
MAXGIF,C16 H10 F3 N1 O2,1.0,5.37,32,P21/c
WEWCOR,C20 H8 F10 O4,0.5,5.94,42,P-1
KASVUW,C16 H15 Cl1 N4 O2,1.0,4.6000000000000005,38,P-1
QOVHUI,C13 H17 N3 O3 S1,1.0,6.38,37,P-1
XOKLAN,"C26 H17 N5 O7 S1,C2 H3 N1",1.0,5.489999999999999,56,P21/c
CIJWEB,"2(C3 H2 N3 O2 1-),C6 H18 N2 2+",0.5,4.9,26,P21/c
OJOSUC01,"C4 H12 N5 1+,C2 H3 O2 1-",1.0,4.26,21,P21/n
BUVGOS,C21 H18 O6,1.0,4.18,45,P-1
COUMAR21,C9 H6 O2,1.0,6.890000000000001,17,Pca21
HIXNOS,C29 H23 Cl1 N4 S2,1.0,6.1000000000000005,59,P21/n
ECOFOV,C21 H14 O2 S1,1.0,3.2199999999999998,38,Ia
TAGNAQ,C9 H10 N2 O1,1.0,4.76,22,P21/c
WINJEL01,C11 H12 Br1 N1 O2,1.0,1.8800000000000001,27,P32
NUQJEP,C7 H6 N2 O3,1.0,6.63,18,P21/n
VEXKOC,C19 H20 I1 N3 O3,2.0,5.53,46,P21
TEGVAF02,C25 H15 N1 O3,1.0,4.78,44,P21/c
SOYMUQ,C15 H22 O4,2.0,4.390000000000001,41,P21
BOQJID,C18 H16 N2 O1,1.0,6.819999999999999,37,P-1
VIKVEU,"C7 H11 B11 I5 1-,C8 H20 N1 1+",1.0,3.29,34,P-1
NUBFAV,C20 H32 O2,1.0,3.55,54,P212121
BIDWIU,C14 H12 N2 O2,1.0,3.2,30,P21/c
MONRIU,"C12 H14 N1 1+,H2 O1,Cl1 1-",1.0,2.74,27,P21
UWIPOI,"2(C18 H12 Br1 N1),C10 H2 N4",0.5,4.96,32,P-1
EJEFEE,C34 H28 O2,0.5,5.43,64,P21/a
JUYMOF,C9 H17 Cl2 N4 O2 P1,1.0,2.8000000000000003,35,P-1
UXOTUZ,C18 H19 N1 O4,1.0,3.35,42,P21/n
FUWDIO,C20 H23 N3 O5,2.0,3.16,51,P1
GOYZEC,C17 H18 O3,1.0,4.04,38,P-1
SEWJAH,C14 H12 N2 O5 S1,1.0,4.24,34,P-1
WIYGEQ,C4 H8 N4 S1,1.0,3.5,17,P-1
ELAMAJ,"C10 H8 N2 O2,H4 N1 O1 1+,Cl1 1-",1.0,3.37,22,P21/c
YOGNAM03,C9 H6 I1 N1 O1,1.0,2.09,18,P21/c
LOVCAE,C21 H25 Cl1 F1 N3 O3,1.0,5.09,54,P21/c
URINER,C10 H9 B1 F2 O4,1.0,3.5999999999999996,26,P21/c
OJODUP,C18 H16 F3 N5,1.0,3.93,42,Pc
CEMSOG,"C31 H25 N1 O4,C1 H2 Cl2",1.0,5.06,61,P212121
FBPAZD02,C23 H26 F1 N3 O2,1.0,4.36,55,P21/n
CYHACL04,"C6 H14 N1 1+,Cl1 1-",1.0,4.61,21,Pca21
NUBBAQ,"C19 H18 As1 1+,C4 N3 1-",1.0,3.06,38,P-1
XAKBAR,C18 H14 O5,1.0,4.51,37,I41/a
SINLAF,"C9 H9 N2 1+,0.5(C6 Cl4 O2),I1 1-",1.0,4.99,20,P21/n
EMIJOD,C10 H13 N3 O3,1.0,5.57,29,P21/n
IXINIQ,"C15 H12 I1 O3 S1 1+,C7 H7 O3 S1 1-,C1 H2 Cl2",1.0,6.45,32,P-1
LAQKOG,C14 H6 Cl4 O4,0.5,6.52,28,P-1
XINWIE,"2(H4 N1 1+),C4 N8 O8 2-",0.5,5.45,20,P-1
HERJIY,C17 H15 N3 O2,2.0,6.19,37,P21
XEPSER,C9 H8 Br1 N1 O3 S1,1.0,3.62,23,P21/c
VEZXIK,C24 H24 N2 O4,0.5,3.95,54,P-1
DUHZAI01,"C7 H6 N1 O2 1-,C3 H5 N2 1+",1.0,4.6,16,P21/n
ZIMHEM,C8 H7 N3 O8,1.0,3.08,26,P-1
BUKNIH,C9 H10 F3 N1 O4,1.0,2.79,27,P212121
PEGDAK,"C8 H9 I1 N2 O1,C7 H6 O2",1.0,4.02,21,P21/n
NOXYUW,C19 H22 N2 O2,1.0,3.62,45,P21/c
IFUGID,C9 H11 N3 O1 S1,2.0,7.02,25,C2/c
NOSFAE,"C15 H15 N3 O5 S1,C2 H6 O1 S1",1.0,5.34,39,P21/c
GAVJET,C7 H15 N1 O4 S1,2.0,2.64,28,P21/c
WIMGAD,C15 H15 N3 O3 S1,1.0,3.9,37,P21/n
BENZIL07,C14 H10 O2,0.5,3.1,26,P3121
SIZLIA,C21 H18 O2,2.0,4.34,41,P21/c
GOFZUY,C10 H13 Br1 O4,1.0,2.62,28,P21/n
JALMIV,C16 H13 F3 N2 O1,1.0,6.569999999999999,35,P21/c
PAHDEI,C28 H24 N2 O4,1.0,6.18,58,Pbca
NENYAK02,"C14 H14 N4,C14 H10 O4",0.5,4.75,32,P21/n
PEVPIP,C10 H15 N1 O3,1.0,4.1,29,P21/c
CUKDOE01,"C22 H12,C8 F4 N2",1.0,4.44,34,P21
PARYIQ,"C21 H15 N3 O3,0.5(C4 H8 O2)",1.0,6.6000000000000005,42,P-1
XESQEU,C24 H22 O6,1.0,6.13,52,P-1
COZXOI,C27 H17 N3 O4,1.0,7.470000000000001,51,P21
KALHOW,C15 H18 O2,2.0,6.98,35,P21/n
CEQPOH,C32 H21 N3 O5 S1,1.0,6.7,62,P-1
EYAWUX,C14 H15 N5 S1,1.0,3.68,35,P-1
ZIVQAW,C7 H13 N1 S2,1.0,4.86,23,P21/c
GOFNEW,C10 H11 N1 O2 S1,1.0,4.88,25,P21/n
WOLVOI,C23 H20 B3 N1 O3,1.0,5.74,50,P21/c
TEVBAY,C19 H37 N2 P1 Se1,1.0,2.91,60,P-1
TIQXAT,C10 H13 N1 O2,0.5,6.44,26,P21/m
NAVFIB,C19 H24 O2 S1 Si1,1.0,4.92,47,P-1
XIJQIU,C24 H18 Br1 N1 O4 S1,1.0,4.05,49,P212121
OGEJOD,C19 H26 O2,1.0,5.41,47,P212121
JIWZAQ,C11 H10 O8,1.0,6.72,29,Pca21
SAMPIH,C24 H16 O2 P2,1.0,3.08,44,P21/n
WOVTIM01,C17 H16 N2 O4,1.0,6.36,39,P-1
JUXKAO,C18 H19 N4 S1,0.5,3.4,42,Pnma
XAJVEN,C26 H24 N2 O5,1.0,5.35,57,P-1
ZUKSUW,C20 H14 F2 O1 S1,1.0,2.92,38,Pca21
ROMJUZ,C9 H9 Cl1 N2,1.0,2.72,21,Fdd2
XAVMUE,C16 H14 N6,1.0,3.38,36,P21/n
VETMAJ01,C14 H13 N1 O1,1.0,5.49,29,Pbca
TECPOG,C11 H21 N1 O7,1.0,5.1000000000000005,40,P212121
CUVTOG,C25 H36 O3,1.0,5.04,64,P21212
YAGREI,C26 H20 Br1 N3 O6,2.0,5.24,56,P1
EMOFEV,C20 H14 N2 O2,1.0,3.7600000000000002,38,I41/a
JAZLAX,C9 H7 N1 O3,1.0,4.7,20,P21
UJEQEI,C15 H19 N3 O2 S1,1.0,3.5900000000000003,40,P21/n
VAMQUV,C8 H27 B11,1.0,3.6,46,Pbca
UHOZAU,C12 H12 B1 N1 O5,1.0,3.35,31,P21/n
VIJXES,C14 H15 N1 O5 Si1,2.0,3.65,36,P1
FOHVOQ02,C19 H26 N2 O6 S1,2.0,3.38,54,P21/c
HAXLAV01,C12 H9 F1 N2 O1,1.0,4.37,25,P21/n
IODYBZ,C6 H5 I1 O2,1.0,4.6000000000000005,14,P21
ROPYEE,"C13 H9 N4 O1 Se1 1-,Cs1 1+",1.0,2.78,28,P-1
OGOQIK,C6 H4 N3 S4,1.0,2.71,17,P212121
PALTAZ,C19 H16 N2 O8,1.0,4.63,45,P21/a
XEXXUT,C11 H13 F1 N2 O3,1.0,6.1000000000000005,30,C2/c
TOHXUK,"C6 H9 N2 1+,C7 H4 I1 O2 1-",1.0,2.07,17,P21/c
INOSUB,C19 H21 N3,1.0,5.24,43,P21/c
QITWAR,C18 H15 N1 P2 Se3,1.0,2.88,39,P21/n
LISVIU,C20 H19 Br2 N3 O5,2.0,4.1000000000000005,49,P-1
ZESSOH,C14 H14 O2,1.0,5.79,30,P-1
ARIYUZ,C18 H20 F2 N4,0.5,5.7700000000000005,44,C2/c
MAMDEK02,C11 H9 Cl1 N2 O1,1.0,3.83,24,P21/c
YOLHAM,C20 H15 N1 O1,1.0,2.78,37,P212121
CUQBIA,C24 H15 Br1 Cl2 F3 N7 O1,1.0,4.1,53,P21/c
MNAPAD,C19 H14,1.0,6.6000000000000005,33,P21/c
MIMHOI,C8 H7 N3 O1,1.0,3.82,19,P21/c
QIDVOP,C10 H12 N4 O2 S1,1.0,6.17,29,P-1
QITTUM,C15 H20 O5,1.0,2.48,40,P21
OWAGOJ,C11 H12 N4 O4,1.0,4.44,31,P21/n
NOVFOV,C17 H17 N3 O2 S1,2.0,4.04,40,P-1
TPHETY08,C26 H20,1.0,3.9899999999999998,46,P21
RENMIG,"C12 H36 Br4 Mg4 N4 P4,C7 H8",1.0,6.96,64,Pca21
ALOYOT,C25 H22 N2,0.5,3.19,49,P21212
MOZHOA,"C12 H12 N4 O2 2+,O4 S1 2-",1.0,3.8600000000000003,30,P21/c
FORTMN,"C8 H20 N2 O4 2+,2(Cl1 1-)",1.0,3.0,34,C2
CLPRAL01,C8 H12 N2 O2,1.0,3.52,24,P21
FUBDEO,"C7 H10 N3 O6 S1 1-,H2 O1,Na1 1+",1.0,2.6,27,P21
CIJDEI,C30 H20 F4 O2,0.5,4.5600000000000005,56,P-1
RERWOB,C19 H23 N1 O1,2.0,4.22,44,P21
ZIZREJ,"C21 H30 O2,C7 H7 N1 O2",2.0,6.41,53,P212121
WIPKOX,C28 H20 N2 O1,1.0,6.21,51,Fdd2
TUPMUM01,C26 H22 Cl4 N2 S2,1.0,4.19,56,P21/n
GOPMEH,C18 H13 Cl1 O2 S1,1.0,3.65,35,P21
BUPZUK,C15 H11 F1 N2 O2,1.0,3.54,31,P-1
MUWZIR,"C9 H14 N1 O2 1+,Br1 1-",2.0,2.07,26,P21
ABUJAI01,"C12 H10 N2 2+,C8 N2 O4 2-",0.5,5.84,24,P-1
OFEWUV,C18 H17 N3,1.0,4.36,38,P21/c
GAHFIF,"C13 H9 N1,0.5(C8 H6 O4)",1.0,4.58,23,P21/n
ALETIW,"C13 H8 N4,H2 O4 S1,H2 O1",1.0,5.72,25,P21/c
