refcode,formula,z_prime,r_factor,n_atoms,spacegroup
KUGGIC04,"C60,C10 H24 N4",1.0,5.9,60,P21/n
KETYUH03,C20 H23 B10 N1,2.0,5.19,54,P21/c
VIGFEX,"0.5(C4 H4 N2 O3),C6 H7 N1 O1",2.0,5.16,15,P-1
YIPCIM,C20 H21 N1 O5 S1,2.0,5.53,48,P212121
SIGBAL,C5 H8 N2 O5,0.5,6.1000000000000005,20,C2/c
DOBKUB,C15 H25 O4 P1,1.0,2.54,45,P21
DUJYOX,C3 H18 B3 N3,1.0,4.5,27,Cc
JINBAJ,"C18 H17 N1 O6,2(H2 O1)",1.0,5.1000000000000005,42,P21/c
NOHFIB,C20 H28 N2 O2 S2,1.0,5.57,54,P21/n
IXOJAG,C26 H23 Br1 N4 O6,2.0,4.3500000000000005,60,P1
LUSBUX,"C2 H6 Cl1 1+,C1 H1 B11 Cl11 1-",0.5,2.45,24,Pbcm
SLFNMB17,C10 H11 N3 O3 S1,1.0,3.8600000000000003,28,C2/c
SIZKOD,"C3 H8 N1 O2 1+,C4 H1 O4 1-,0.5(H2 O1)",1.0,3.3099999999999996,14,C2/c
XEBQEC,"C13 H30 N5 O1 1+,C24 H20 B1 1-",1.0,4.09,49,P21/n
CIRNAU,"C13 H11 N3,C7 H6 O3",1.0,4.74,27,P-1
ZAPDON,C23 H22 N4 O2 S1,1.0,4.109999999999999,52,Pbca
LIXTOE,C16 H10 O1,2.0,4.72,27,P21
AKAFOL,"2(C5 H11 N2 O1 1+),C4 H4 O6 2-",1.0,4.2,19,P212121
QONJEJ,C31 H26 N2 O1,1.0,6.42,60,P21
FOLMOM,C7 H6 F2 N2 O3,1.0,3.93,20,P212121
KEXZET01,"C4 H10 N1 O1 1+,I1 1-",1.0,2.0100000000000002,16,P21/c
ZEXCEO,C15 H19 N1 O5,1.0,5.21,40,P21/c
OLAPUP,C30 H19 F6 I1 O2,1.0,5.74,58,P21/n
EVOHIH,C22 H28 N2,0.5,4.73,52,P21/c
ZAPCOK,"C4 H10 N1 O2 1+,N1 O3 1-",2.0,3.93,17,P21/c
KAMZEH,"C22 H20 N4 O4,H2 O1",1.0,6.08,50,P212121
FOCBUY,"C23 H19 N2 1+,I1 1-",1.0,2.44,44,Pna21
BUFPAV,"C16 H26 N1 O2 1+,Cl1 1-",1.0,3.8,45,Cc
MUZPAA,C11 H11 Cl2 N1 O2,1.0,3.7199999999999998,27,Fdd2
BAZLIX,C20 H28 O2,1.0,3.8000000000000003,50,P212121
TPPHSE01,C18 H15 P1 Se1,2.0,4.8,35,P-1
OKOZAQ,"C14 H20 N2 O3,C7 H8 O1 S1",1.0,4.64,39,P212121
DUMKII,C24 H17 N3 O3,1.0,3.9600000000000004,47,Pn
FOMREI,"C3 H2 N7 O3 1-,H4 N1 O1 1+",1.0,3.4099999999999997,15,P-1
GIWLII01,"C20 H22 Cl1 N3 O1,C3 H8 O1",1.0,4.33,47,P-1
MIFMIB,C17 H16 N2 O3,1.0,3.75,38,P-1
EHOMAP,C12 H13 Br1 O2,1.0,5.23,28,P212121
ZOTSIO,C28 H23 Cl2 N1 O2 S2,1.0,6.77,58,P21/c
EZIVAL,C15 H24 O2,1.0,6.640000000000001,41,P212121
LIWNIO,C13 H12 N2 O3,1.0,6.97,30,P21/c
MEMQIH,C13 H12 N4 O2,2.0,3.35,31,P21/c
KAPDUD,C20 H13 F7 N2 O1,1.0,5.45,43,P21/c
VOGCAX,C23 H28 N2 O3 S1,1.0,7.31,57,P-1
IZILAE,C13 H10 O3,1.0,5.5,26,Iba2
RUNJIW,C23 H21 N1 O4 S1,1.0,4.64,50,P-1
ZUTGIE02,C10 H14 N4 S1,2.0,4.16,29,P-1
BABFUH,"C14 H30 N4 O10 P2,4(H2 O1)",1.0,3.8000000000000003,60,P21/c
UBISUX,"C7 H9 N2 O2 1+,Cl1 1-",1.0,2.5700000000000003,20,P212121
VIWPEZ,"C4 H12 N8 2+,2(C1 H1 O3 1-),2(H2 O1)",0.5,3.65,24,P-1
ZEBPIJ,C13 H12 N4 O1,1.0,3.9899999999999998,30,P21/n
GUMPUB,"C20 H16 Cl2 N4 O2,C2 H4 O2",1.0,6.7,44,Pbca
VOCTIU,"C19 H16 Br2 P1 1+,C4 H9 N1 O1,Br1 1-",1.0,2.9499999999999997,38,R-3
REKDIV,C24 H16 N2,1.0,4.65,42,C2/c
CEBWEN,C15 H10 F1 N1 O1,1.0,4.78,28,P21/a
DAKZIZ,C18 H28 O4,1.0,5.9,50,P2/n
KISNIJ,C14 H20 N6 O2 S1,1.0,4.6000000000000005,43,P-1
JIFNIV,C14 H16 Br1 N1 O3,1.0,3.9,35,P43
DOGZAD,C21 H14 N4,1.0,5.3100000000000005,39,P21/c
EVINEC,C10 H10 N2 O2 S1,2.0,4.1,25,P21/c
XISLER02,"C12 H14 N2 2+,2(B1 F4 1-)",0.5,4.03,28,P21/c
DPANTR10,C26 H18,1.0,4.72,44,P21/a
IWIHIH,"C15 H19 N5 O5,3(H2 O1)",1.0,3.8699999999999997,44,P21
EQUNUB,C26 H18 N6 O1 S1,1.0,5.01,52,P-1
OBADEF,"C12 H9 I1 N1 O1 1+,C1 F3 O3 S1 1-",1.0,6.72,24,P-1
ZIMWUP,C24 H29 N1 O2 S1,1.0,4.61,57,P-1
PORYOO,C27 H15 B1 F2 N2 S2,1.0,3.2199999999999998,49,P-1
DURTIX,C22 H29 N1 O3 Si1,1.0,6.69,56,P21/c
MIHTAB,C17 H16 N4,0.5,4.53,37,C2/c
LAWDOG,C16 H17 F3 N2 O2 S1,1.0,6.02,41,P21/n
SAWXEW,"C5 H8 N1 O3 1-,C4 H10 N1 O1 1+",1.0,4.36,17,P-1
JODTEB,C14 H11 Cl2 N1 O2,1.0,4.9,30,P-1
ZEZRAX,"C18 H18 B1 N1 2-,2(C6 H16 Li1 N2 1+)",1.0,4.6000000000000005,38,Cc
TXCTDD,C10 H16 O4,0.5,4.7,30,P21/c
PAMVIJ,"C7 H8 N1 O1 1+,Cl1 1-",1.0,7.28,17,P21/c
FAJMUB,C28 H19 N3 O2,1.0,4.67,52,P-1
MAMVUT,C16 H18 O1 S1,1.0,3.94,36,Pbca
DILNOE,C21 H21 P1 S3 Se1,1.0,2.6,47,P21/c
RITFUW,C17 H29 N1 O1,2.0,4.36,48,C2
QIYJOY,"2(C3 H10 N1 1+),C8 F4 O4 2-",0.5,3.45,16,C2/c
DUKNIJ,C22 H18 N2 O4 S3,1.0,3.54,49,P21/c
IWUSAX,"C18 H12 N2 S2,2(C7 H6 O3)",0.5,4.33,34,P-1
TUHYUU,C22 H23 N3 O1,1.0,4.26,49,P-1
VAFWOQ,"C21 H23 Br1 N2 O3,0.5(C3 H6 O1)",2.0,4.14,50,P212121
RUTREF,"C15 H12 N3 O3 S3 Si1 1+,2(C1 D1 Cl3),Cl1 1-",0.3333333333333333,3.6999999999999997,37,P213
ZZZSQK04,"C10 H20 O2,H2 O1",1.0,2.67,32,Fdd2
HEBTAM,C21 H15 I1 O3 S1,1.0,3.61,41,P21/n
ZEFQIO,C11 H13 N1 O7,1.0,3.93,32,P-1
TUSHAT,"C25 H19 O2 P1,C2 H6 O1",1.0,4.08,47,P21/n
KEXREN,C14 H15 N3 O3 S1,1.0,3.64,36,Pbca
IDOFEQ,C15 H9 F1 O2,1.0,3.9,27,P21/n
MUNZEC,C16 H19 Br1 F1 N1 O5,1.0,4.03,43,P32
YIDRAE,C21 H31 N1 O3,1.0,4.2,56,P212121
KUXPIC,C20 H19 N1 O4 Si1,1.0,4.71,45,P21/n
HOSTIU,"2(C7 H7 N1 O3),F1 1-,C16 H36 N1 1+",1.0,3.83,53,Pc
JOWGEL,"C16 H20 I1 Si1 1+,C1 F3 O3 S1 1-",1.0,5.99,38,P-1
YIZRIL,C18 H12 F2 O1,2.0,4.2299999999999995,33,Pc
CENCUU,C19 H19 N1 O4 S1,1.0,5.73,44,P-1
MAKRAW,C28 H24 N4 O6 S1,1.0,3.17,63,P212121
VOXDOB,C18 H22 N4,0.5,5.2,44,P21/c
AWANIV,C17 H20 O1,1.0,4.67,38,P21/n
LOVDUX,C15 H12 N2 O2,1.0,3.15,31,P21
LIQYOC,"C11 H22 N2,2(H2 O1)",2.0,5.7,35,C2/c
HAMXUQ,"C15 H14 N4 O3,0.5(C3 H6 O1)",1.0,5.91,36,C2/c
PTRPHE09,C18 H15 P1,1.0,4.42,34,P21/c
DIMNIY01,C12 H9 Br2 N1 O2 S1,1.0,4.41,27,P-1
NAGRUM,C28 H27 N1 O4,1.0,4.99,60,P-1
KAYLAB02,C33 H30 O1,1.0,5.18,64,P21/n
GALFAE,C22 H17 Br1 O4,1.0,5.0200000000000005,44,P21/n
QUSRII,C11 H14 F1 N3 S1,1.0,3.5900000000000003,30,P-1
SOFVUG02,C6 H4 Br2,2.0,3.3099999999999996,12,P212121
DOKYAD,C7 H8 N2 O1 S1,1.0,5.1000000000000005,19,P-1
EFONUK,C20 H14 O2,0.5,4.16,36,P21/n
NIJWIO,C17 H16 Br2 N2 O2,1.0,5.37,39,P21/c
YEVTAY,C8 H3 N3 O3,0.5,3.34,17,Pnma
YUVXOF,C11 H8 Br1 Cl1 N2 O1,1.0,2.36,24,P212121
FOQRAG,"C27 H20 Cl1 N4 1+,Cl1 O4 1-",1.0,7.02,52,P-1
TEMTOY,C34 H23 N3 O1,1.0,4.46,61,P212121
ZEJREO,C15 H17 N1 O3,1.0,3.7900000000000005,36,P-1
ZAXJIU,C16 H14 N1 P1 S1,2.0,3.75,33,P-1
PEKTII,C17 H26 O6,1.0,4.9,49,P21/c
QODJEA,"C14 H16 S8 1+,C14 H16 S8,As1 F6 1-",1.0,3.7600000000000002,38,P1
FEVGAR,C14 H19 N1 O3,1.0,3.9,37,P21/c
QAJPUO,C12 H16 Cl2 O2,0.5,3.11,32,P21/c
KOZHIU,C6 H2 N10 O2,1.0,3.4299999999999997,20,P21/c
YOCZOI,C18 H20 O3,1.0,2.91,41,P212121
VELXOB,"C14 H10 Cl1 N3 O6,C3 H7 N1 O1",1.0,5.38,34,P212121
UXAGAE,C17 H15 B1 F2 N2 O2,1.0,4.590000000000001,39,P21/n
FAHYIW,C32 H29 N1 O1,1.0,4.9,63,P21/n
DAJPUA,"C20 H18 Br2 O2,0.5(C10 H20 O1)",2.0,4.12,42,P21
VOLFUZ,"C8 H20 N1 1+,C4 H8 N1 P2 S6 1-",1.0,5.510000000000001,29,P21/c
QOLVAS,C12 H14 Br1 N1 O3,1.0,2.06,31,P21/c
KUCNED,C21 H21 Br1 O6,2.0,3.82,49,P21/c
PEYFOP,C13 H8 Br1 N1 O3 S1,2.0,4.15,27,Cc
ZEMNIS,"C16 H10 N4,C6 F4 I2",1.0,3.55,30,P-1
SOSNAR,C15 H20 F3 N1 O3 S1,1.0,2.9000000000000004,43,P21/c
BAXSAY,C23 H25 Cl2 N1 O2,1.0,5.04,53,P21/c
YOGJOW,C28 H26 N2 O2,1.0,6.239999999999999,58,Pbca
YIZPUT,C15 H14 N4 O3,1.0,3.94,36,P21/n
ZALWOC,"C12 H10 I1 N2 1+,I3 1-",1.0,2.33,25,P-1
MAWKUT,"C9 H16 N1 O1 1+,B1 F4 1-",1.0,5.7299999999999995,27,P21/c
ZADDOX,C21 H20 O6,1.0,6.1000000000000005,47,P-1
YUFJOY,C13 H11 Cl2 N1 O2,2.0,3.2,29,P21/c
QIHPOM,"C6 H3 N2 O6 1-,Cs1 1+",1.0,1.93,17,P-1
IDUNOO,C21 H24 N2 S1,0.5,4.95,48,Pbcn
CAQTIX,C10 H12 B1 N1 O1 S2,1.0,4.6000000000000005,27,Pbca
RUXLEE,C18 H14 B1 F2 N1,2.0,4.32,36,P21
OTEQOV,C14 H15 F3 O1,1.0,3.75,33,P21/n
ABUMOZ09,C6 H4 Cl2,2.0,3.35,12,P21/c
DOHDOW,C20 H20 N2 O1,1.0,3.04,43,P212121
GIKHIS,C13 H17 N3 O2 S1,1.0,5.69,36,P-1
FECTOX,C15 H28 B10 N2 O3 S1,1.0,3.31,59,P21
VEBCEK,C14 H20 I4 N4 S6,0.5,3.71,48,C2/c
EBOXUS,"C12 H18 N1 O1 1+,Cl1 1-",1.0,3.9,32,P-1
CODCAA,C14 H21 N1 O5,1.0,4.65,41,P212121
OBANAK,C17 H15 Cl1 N2 O3 S1,1.0,5.9799999999999995,39,P-1
BUTGAA,C8 H10 O4,1.0,4.3,22,P21
WOTYUC,C9 H8 N4 O7,1.0,3.9699999999999998,28,Aba2
FIQNEZ01,C12 H11 N1 O2 S1,1.0,2.94,27,P21/c
PIXHIR,C13 H13 N1 O1,2.0,4.5,28,P-1
CAGHUP,C10 H9 B1 Br2 F2 O6,1.0,3.37,30,P21/c
AYUFUZ,C15 H16 O3,1.0,2.64,34,P212121
DETBAA02,C8 H12 N2 O3,0.5,5.2,25,C2/c
DIXMUS11,"C32 H16 Li1 N8,I1",0.125,3.95,57,P4/mcc
YIQDAG,C16 H38 N2 P2,1.0,4.49,58,P-1
DAXLOD02,C7 H6 As1 Cl1 S2,2.0,3.11,17,P-1
POVNUL,C32 H26 N2 O1,2.0,7.049999999999999,61,P-1
CEQTIF,C18 H23 Cl1 O2,1.0,2.35,44,P212121
UCEWUY,"3(H4 B4 O9 2-),5(Rb1 1+),Na1 1+",0.16666666666666666,2.54,17,R32
LAWQUV01,C18 H2 B1 F15 O1,1.0,4.29,37,P21/n
BOPMAU,C12 H10 N4 O2,0.5,5.2,28,C2/c
NODJUL,C15 H24 O3,2.0,4.09,42,P21
DUVDAA,C7 H7 Cl1 N2 O1,1.0,4.93,18,P21/c
RIVMOC01,"C30 H32 N2,C6 H12 N2",1.0,5.26,64,P21
OBIVIH,C9 H12 Cl1 N5 O3,1.0,4.109999999999999,30,P21/c
FUTCUS,C20 H30 O2,1.0,3.2,52,P212121
SEMZAM,C11 H9 N5 O2,1.0,4.75,27,P21/n
JIZKEL,C22 H17 Br1 O2,1.0,2.02,42,P212121
YOLKUJ,C18 H13 N1 O2,1.0,3.18,34,P212121
HUHTOX,C31 H26 N2 O2,2.0,5.55,61,P212121
TACFAF,"C13 H17 N2 1+,C20 H17 O8 1-",1.0,6.8500000000000005,45,P212121
DOLBIR31,C2 H5 N1 O2,1.0,3.62,10,P31
MBPIQL,"C12 H14 N2 2+,C6 H6 O2,2(I1 1-)",0.5,3.6,28,P21/c
XUKGUG,"C16 H19 N4 O1 1+,Cl1 1-,2(H2 O1)",1.0,3.81,40,P21/n
RASPAG,C4 H3 I2 N3 O2,1.0,2.55,14,P21/c
ABUYIJ,C19 H19 N1 O2,1.0,5.64,41,P21/c
BISDOY,C14 H12,0.5,4.15,26,Pnma
YAWLIV,C14 H13 N1 O1,2.0,4.21,29,P-1
CISHOD,"C14 H18 N3 1+,C7 H7 O3 S1 1-,2(H2 O1)",1.0,3.46,35,P-1
ATRYMA,C14 H17 N3 O2,1.0,4.9,36,P21/a
PUSHOD,C3 H3 N5 O6,1.0,5.489999999999999,17,C2/c
CUGMUO,C10 H5 N1 O1 S4,1.0,3.15,21,P21/n
PAKRIE,"C16 H16 N5 1+,Cl1 1-",1.0,4.3100000000000005,37,P-1
IDAFID,C21 H20 O1 S1,1.0,5.9,43,Pc21b
KACTIU,"C9 H17 N2 1+,I1 1-",1.0,1.81,28,P21/c
TELJEB,C9 H11 N1 O1 Se1,1.0,2.83,23,P21/n
LORJAD,C11 H14 N6 O7,1.0,6.2,38,P21/c
ACMGHX,C18 H15 Cl1 N2 O5,1.0,5.1000000000000005,41,P-1
AFAYUD,C16 H19 Cl1 N4 O3,1.0,7.1,43,P21/c
KOKPOQ,C18 H19 N1 O1,1.0,3.66,39,P21/n
PENCIV,C12 H8 As1 I1 S3,0.5,3.47,25,Pnma
QIHCAL,"C12 H10 N2,C6 F4 I2",0.5,2.38,24,P-1
PUGDIF,C16 H18 Cl2 N4 O3 S1,1.0,5.26,44,P-1
QORROF,C3 H5 N9 O6,1.0,3.54,23,Pna21
EVEKEZ,C10 H6 N8 O12,1.0,5.88,36,P21/c
ZEHHUP,C17 H12 N2 O1,1.0,4.6000000000000005,32,P21/c
PERYTO04,C5 H12 O4,0.25,2.3000000000000003,21,I-4
WUKGIT,C15 H13 N1 O3,1.0,6.05,32,P21/c
OTIMUB,C13 H17 N1 O1,1.0,5.17,32,P21/n
JEYNAF,C30 H20,1.0,4.84,50,P21/n
PITQUH,C23 H24 N4 O4,1.0,6.98,55,P-1
AFACAP,C14 H9 F3 O1 S2,1.0,3.39,29,P-1
KOPGON,C19 H27 N2 O3,1.0,6.569999999999999,51,P21/c
MOVYOO01,"C7 H12 O4,C5 H5 N3 O1",1.0,3.08,23,P-1
GEWQEI,C17 H20 N4 O2,1.0,3.5000000000000004,43,P21/n
VEYXUT,C9 H14 O1,2.0,4.58,24,P21/c
AJEHIH,C24 H32 N2,0.5,6.4,58,P21/c
ISOVAR,C16 H14 N2 O2,1.0,4.18,34,P21/n
SULCOT,C8 H9 Cl1 N4 O3,2.0,2.91,25,P-1
XEHRAF,"C17 H26 N1 1+,Cl1 1-",1.0,3.47,44,P21
NUFGEB,C13 H13 N1 O1 S1,1.0,4.32,29,P21/n
BEYYOX,C27 H19 F3 N2 O3,1.0,4.47,54,Pbca
REBZED01,C18 H30 S4,0.5,4.46,52,P21/c
URUNUU,C15 H22 F3 N1 O4,2.0,6.25,45,P-1
LEDSOC,C20 H24 O9,1.0,6.4,53,P212121
PUSSII,C20 H22 N2 P2 S2,0.5,5.72,48,P-1
LUQTOI,C17 H20 N8,1.0,5.050000000000001,45,P-1
JOKXIR,C12 H16 O3,2.0,4.39,31,P-1
RORNAP,"C6 H6 B1 Br1 O2,C10 H8 N2,H2 O1",1.0,3.32,20,P21/n
GIFXIG,C28 H30 O2 Si1,1.0,4.73,61,P212121
MOMWEU,"C16 H20 B11 N2 O5 1-,Cs1 1+",1.0,2.73,54,P21/n
HETQIG,C18 H14 S4,1.0,5.54,36,P21/c
HUNTIX,C13 H17 I1 O1,1.0,6.279999999999999,32,P21/c
IRUTUO,C21 H24 N2 O2,2.0,3.52,49,P21
HUGGAV,C15 H16 N4 O5,1.0,5.37,40,P-1
LANVUT,C10 H12 O5,1.0,4.24,27,P21/c
SUQKEU,C3 H9 As1 Cl1 N1 O4 S2,1.0,2.89,21,P21/n
GUXDOV,C21 H16 N2 O2,1.0,5.25,41,P21/c
QOZWIM,"C24 H30 B1 N4 1+,I1 1-",0.5,2.69,59,P21/m
TAJYEI,C14 H18 B1 F5 N2 S1,0.5,4.2,41,C2/c
KHDFRM04,"C1 H1 O2 1-,C1 H2 O2,K1 1+",1.0,3.3000000000000003,5,Pbca
WEXPEY,C27 H24 Br1 N1 O2,1.0,3.52,55,C2
ETOZUK05,C21 H15 N3 O1,1.0,3.9899999999999998,40,P212121
LULGUU,C27 H27 N1 O8 S1,1.0,4.4,64,P21
QEDSAV,C24 H26 O2 Si2,0.5,4.33,54,P3221
WIJMOV,C20 H32 O3,1.0,6.03,55,P21
XEGHIC,"C12 H14 Cl1 N4 1+,C6 H9 O4 1-",1.0,4.94,31,P-1
VOMSEV,C15 H14 Cl1 N1 O1,1.0,4.9,32,P21/c
CILSIB,"C16 H20 O7,1.5(H2 O1)",1.0,3.61,43,C2221
OMUTIC,C36 H26 N2,1.0,3.82,64,P21/c
NUPZOO,C14 H13 Cl2 N1 O2 S1,1.0,5.3100000000000005,33,C2/c
GUQYID,C18 H16 N2,1.0,4.46,36,P-1
ZOPTEH,C17 H15 N3 S1,1.0,3.7600000000000002,36,P21/n
KUKTUH,"C15 H21 N1 O7,H2 O1",1.0,3.39,44,C2
BUVZEA,C23 H31 N1 O3,1.0,4.22,58,P212121
OXOFMB,C10 H12 N4 O6,1.0,4.3,32,P212121
SUJQEW,C23 H28 B1 F2 N3 O1,1.0,4.99,58,P-1
JECREO,C21 H25 N1 O2 S1,2.0,4.6000000000000005,50,P21
MABBOK,C28 H22 N2 S2,1.0,4.21,54,P212121
OPEDAP,C29 H20 O3,1.0,5.41,52,C2/c
MESYIS,"C12 H18 N2 O6,2(H2 O1)",2.0,4.47,38,P1
YOVNUV,C26 H32 O3 Si1,1.0,3.53,62,P-1
YAVSIZ,C14 H16 Cl1 N1 O1,2.0,4.29,33,Pc
PEPXIT,C23 H36 B1 N1,1.0,5.89,61,Pbca
DEJYAU,C18 H19 N1 O5 S1,1.0,4.94,44,P21/c
OXALCH18,"C2 H2 O4,2(H2 O1)",0.5,2.25,8,P21/c
SAMGAO,"C7 H4 Cl1 N1 O2 S3 2-,2(K1 1+),2(H2 O1)",1.0,3.2,18,P21/a
LUGPIQ,C16 H20 O7,1.0,3.9699999999999998,43,P1
OYEWIZ,C9 H9 F1 N2 O2,1.0,4.94,23,Pna21
SOXYIP,C26 H28 N2 O4 S1,1.0,3.55,61,P21/c
ZUGGEQ,C12 H22 O4,1.0,4.53,38,P212121
XUDFUX,"H4 N1 1+,C12 H19 O9 S1 1-",1.0,5.43,41,P212121
BILFOU,C11 H9 N1 O3,1.0,3.6999999999999997,24,Pna21
JUZCEQ,"2(C8 H12 N2),2(C6 H6 O2),C6 F4 I2",0.5,4.83,22,P21/n
FUHKEZ,"C6 H10 N3 1+,C2 H2 Cl1 O2 1-",2.0,5.46,19,P-1
JAWYOY,C14 H10 Br2 N2 O3,1.0,4.74,31,P21/c
BOZBUR,C23 H13 Br2 N3 O1,1.0,6.88,42,R-3c
ICIRUK,C13 H16 N2 O2,1.0,4.91,33,P21/n
EMEKOX,C12 H12 Cl2 F12 N4 O6 P4,2.0,7.25,52,P21
BASRIY,C21 H21 N1 O2,1.0,5.69,45,P-1
VUJDOX,"C4 H6 N3 1+,H2 O2 P1 1-,H2 O1",1.0,4.83,13,P-1
RAXREO,C22 H19 N3 O3 S1,1.0,3.99,48,P-1
REMWOV,"C14 H15 N4 O1 1+,C8 H6 N3 O1 1-",1.0,3.89,34,P-1
OBAJUY,C14 H15 N1 O3,1.0,4.07,33,P-1
CUWDIL,C18 H20 O2,1.0,5.029999999999999,40,P21/c
DEPWED,C23 H25 F1 N2 O3,1.0,2.96,54,P21212
OYULAY,"C17 H17 N2 Se1 1+,C1 N1 Se1 1-",1.0,4.2,37,P21/c
PIRKEJ,C14 H18 O4,1.0,2.58,36,Pna21
RIHRUY,C19 H17 N1 O3,1.0,4.42,40,P21/c
JUTDIL,C19 H24 O6,1.0,5.33,49,P21/n
QQQESP03,C18 H20 O2,1.0,3.71,40,R-3
XUXDIG08,C22 H19 F1 N2 O1,1.0,4.279999999999999,45,Pna21
BUDREA,C24 H12 F5 N7,1.0,4.9,48,P21/c
EFAYIV,C18 H15 Br1 Cl1 N1 O2,1.0,5.15,38,P-1
EJIFEJ,C14 H14 N2 O1,1.0,4.61,31,P21/c
CEDROS,C9 H16 N2 O2,1.0,5.0,29,P21/c
VOQHEQ01,C10 H13 N1 O1,1.0,3.9800000000000004,25,P21/c
EROGEY,C12 H17 N1 O3 S1,1.0,5.9,34,P1
XOQFOB,C29 H30 O4 S1,1.0,4.05,64,P21/n
FIHVEY,C17 H29 N1 O5,1.0,6.01,52,P-1
PAVTUF,C32 H22 Cl2 N3 O2 P3,1.0,4.16,64,P21
SENMEF,C12 H9 N3 O1 S1,1.0,4.31,26,P21/c
GANTOF,C27 H21 N3 O3,1.0,3.2,54,P21/n
BASXIF,C19 H14 N2 O1,1.0,6.09,36,P21
PIMSOV,C24 H6 F18 N2 S2,1.0,4.45,52,P-1
HOCKAN,C16 H21 N1 O4 S1,1.0,3.6999999999999997,43,P-1
AFABIW,C19 H22 O7,1.0,4.14,48,P212121
GAFJUV,"C13 H14 N4 O1 S1,H2 O1",1.0,3.84,33,P21/c
XAGWIN,C16 H23 N3 O2,1.0,5.0200000000000005,44,P21/c
CUGHIW01,C18 H20 N2 O4,2.0,6.76,44,Pc
YAWCIK,C16 H19 N1 O2,1.0,4.16,38,P-1
FEQPAV02,C6 H7 F2 N3 O3,1.0,4.08,21,P21/c
XIBKIC,C28 H29 N1 O3,1.0,6.3500000000000005,61,P21
MSULIN47,C11 H10 O2 S1,1.0,1.2,24,P212121
FETCOY,"C15 H28 N2 O2 2+,2(Cl1 1-)",1.0,4.67,47,P212121
DUZNIZ,C24 H22 I1 N1,2.0,2.06,48,P21
HEABZQ01,C10 H14 N2 O4,0.5,4.02,30,P21/n
ZINWAU,C15 H26 O2,1.0,5.0,43,P43212
BOJQAU,C15 H20 O4,1.0,3.34,39,P212121
CIBMEH,C23 H20 Cl1 N3 O4,1.0,4.05,51,P21/c
MAYWUG,C13 H13 Br1 O2,1.0,2.06,29,P21/n
DEGYOG,C14 H19 B10 Cl1,1.0,4.52,44,C2/c
ROLNIP,C11 H17 N1 O6,1.0,3.88,35,P21
SOQNOC,"C2 H4 N6 O2,H2 O1",1.0,3.56,14,P21/n
BIXYIR,C23 H26 O6,1.0,3.0,55,Pna21
YODDUR,C13 H8 Cl3 N1 O1,1.0,2.74,26,Pca21
RAYCIG,C21 H23 N1 O1,2.0,6.5436,46,P-1
XAYQUL,C17 H17 N3 O2 S1,1.0,4.49,40,P212121
TGLYSU38,"2(C2 H6 N1 O2 1+),C2 H5 N1 O2,O4 S1 2-",1.0,2.82,11,P21
JIZTEU,C22 H19 N1 O3,1.0,5.46,45,P21/c
TUDZOI,C18 H29 N3 O11,1.0,4.36,61,P212121
JAMLER,C18 H23 N3 O3 S1,1.0,4.34,48,P21/c
KAKJEM,C20 H21 N1 O5 S1,1.0,4.29,48,P21/c
ABADOY,"C6 H9 N2 O2 S1 1+,N1 O3 1-",1.0,2.49,20,Cc
ENIVEC,C28 H16 Br2,1.5,6.42,46,C2/c
IYIZOH,C14 H11 Br2 N1 O2,1.0,4.44,30,P21/c
ACILEH,C31 H26 B1 N1 O2,1.0,6.15,61,P21/n
HUQQER,C28 H22 O1 P2,1.0,4.590000000000001,53,P21/c
FAPXIF,C23 H20 N2 O2,1.0,4.24,47,P21/c
USUZER,C21 H23 N1 O1,1.0,3.5999999999999996,46,P212121
DOTDOG,C20 H16 O3,1.0,4.3500000000000005,39,P21/c
UVOVUX,C8 H14 N2 O1,1.0,4.03,25,Pna21
WUKFIU,"C13 H12 N1 1+,C2 H1 O4 1-",1.0,6.2700000000000005,26,P-1
COYRIR,C13 H16 N2 O2,1.0,6.5,33,P21
CEZPED,C19 H13 Cl2 N1 O1,1.0,5.5,36,Pbca
EZOYAX,"C15 H11 Br2 N2 1+,B1 F4 1-",0.5,1.68,30,C2/c
SAVSOX,"C3 H7 N1 O5 P1 1-,C3 H10 N1 1+",1.0,2.16,17,P21
GIMXOS,"C16 H19 F1 N3 O3 1+,C19 H15 Cl1 N1 O4 1-,H2 O1",1.0,5.029999999999999,42,P21/n
KEQKUN,C35 H24,1.0,3.6,59,Pca21
INUQAM,"C32 H23 N1 O5,0.5(C3 H6 O1)",2.0,4.01,61,P21
ZOHQAS,C17 H11 N5 O11,1.0,3.02,44,P21
MUZDES,C19 H12 N2 O3,1.0,4.83,36,C2/c
CETNIB,C17 H21 N1 O4 S1,1.0,3.4299999999999997,44,P21/n
EZOMEL,C29 H22 O1,1.0,4.79,52,P21/c
XIFBIB,C14 H17 B1 N2 O3,1.0,3.4099999999999997,37,P-1
TOVSOO,C12 H21 B1 N1 P1,1.0,3.83,36,P212121
AWUSOA,C29 H16 N4,1.0,6.640000000000001,49,P21/n
VUVKEG,C24 H24 O4,0.5,3.92,52,P21/c
SEMHAU,C18 H14 O5,1.0,4.24,37,C2/c
NECMIS,C17 H26 O2 S1 Si1,1.0,3.86,47,P21/n
LENDOB03,"C7 H11 N2 1+,C8 Cl2 N2 O2 1-",1.0,5.489999999999999,20,P21/n
